Song,Artist,Popularity,BPM,Time,Dance,Energy,Acoustic,Happy,Live,Loud (Db),Camelot,Artist_Clean,Song_Clean,Genre Tags,lyrics,time_seconds,time_bucket
Gloria,Laura Branigan,73,131,04:49,78,74,11,84,10,-7,11B,Laura Branigan,Gloria,"80s, pop, dance, female vocalists, 1982","Gloria, you're always on the run now
Running after somebody
You gotta get him somehow
I think you've got to slow down
Before you start to blow it
I think you're headed for a breakdown
So be careful not to show it

You really don't remember
Was it something that he said?
Are the voices in your head calling, Gloria?

Gloria, don't you think you're fallin'?
If everybody wants you
Why isn't anybody callin'?
You don't have to answer
Leave 'em hangin' on the line
Oh-oh, calling Gloria

Gloria (Gloria)
I think they got your number (Gloria)
I think they got the alias (Gloria)
That you've been living under (Gloria)
But you really don't remember
Was it something that they said?
Are the voices in your head calling, Gloria?


A-ha-ha, a-ha-ha
Gloria, how's it gonna go down?
Will you meet him on the main line?
Or will you catch him on the rebound?
Will you marry for the money?
Take a lover in the afternoon?
Feel your innocence slippin' away
Don't believe it's comin' back soon

And you really don't remember
Was it something that he said?
Are the voices in your head calling, Gloria?

Gloria, don't you think you're fallin'?
If everybody wants you
Why isn't anybody callin'?
You don't have to answer
Leave them hangin' on the line
Oh-oh, calling Gloria

Gloria (Gloria)
I think they got your number (Gloria)
I think they got the alias (Gloria)
That you've been living under (Gloria)
But you really don't remember
Was it something that they said?
Are the voices in your head calling, Gloria?

(Gloria, Gloria, Gloria, Gloria, Gloria)
(Gloria, Gloria, Gloria, Gloria, Gloria)",289,280
Good Thing,Fine Young Cannibals,64,165,03:21,75,59,7,89,0,-10,8A,Fine Young Cannibals,Good Thing,"80s, pop, rock, british, new wave","The one good thing in my life
Has gone away and I don't know why
She's gone away, I don't know where
Somewhere I cannot follow her

The one good thing didn't stay too long (Hey, hey, hey, woo-hoo-hoo-hoo)
My back was turned and she was gone (Hey, hey, hey)

Good thing, where have you gone? (Do, do-do-do)
My good thing, you've been gone too long (Good thing, do, do, do-do-do)

People say I should forget
There's plenty more, don't get upset
People say she's doing fine
Mutual friends I see sometimes

That's not what I want to hear (Hey, hey, hey, woo-hoo-hoo-hoo)
I want to hear she wants me near (Hey, hey, hey)

Good thing, where have you gone? (Do, do-do-do)
My good thing, you've been gone too long (Good thing, do, do, do-do-do)

Good thing


Then one day, she came back
I was so happy that I didn't ask
Morning came into my room (Hey, hey, hey, woo-hoo-hoo-hoo)
Caught me dreaming like a fool (Hey, hey, hey)

Good thing, ah-ah-ah, my good thing (Do, do-do-do)
My, my, my, my good thing, where have you gone? (Good thing, do, do, do-do-do)
My good thing, mhm, my good thing (Do, do-do-do)
Good thing, good thing, where have you gone? (Good thing, do, do, do-do-do)
It's been so long, good God, girl (Do, do-do-do, good thing)
Good God, girl, good God, girl (Do, do-do-do, good thing)
Good God (Do, do-do-do, good thing)
Good God, girl (Do, do-do-do)
Well, good God, girl",201,200
I Got You Babe,"UB40,Chrissie Hynde",67,174,03:09,76,61,8,86,10,-13,7B,UB40,I Got You Babe,"reggae, 80s, pop, UB40, reggae-pop","They say we're young and we don't know
Won't find out until we grow
Well I don't know if baby that's true
Cause you've got me baby, I've got you

Babe, I've got you babe
I've got you, babe

They say our love won't pay the rent
Before it's earned our money's always spent
I guess that's so, we don't have a lot
At least I'm sure we've all the things we've got

Babe, I've got you babe
I've got you, babe

I got flowers in the spring
I got you to wear my ring
And when I'm sad, you're around
And when I get scared you're always around
So let them say your hair's too long
I don't care, with you I can't go wrong
Then put your little hand in mine
There ain't no hill or mountain we can't climb

Babe, I've got you babe
I've got you, babe
I've got you, babe

I got you to hold my hand
I got you to understand
I got you to walk with me
I got you to talk with me
I got you to kiss goodnight
I got you to hold me tight
I got you and I won't let go
I got you to love me so

I got you, babe",189,180
Perfect,Fairground Attraction,54,139,03:36,58,20,29,61,0,-15,8A,Fairground Attraction,Perfect,"80s, pop, female vocalists, Scottish, rock","I don't want half-hearted love affairs
I need someone who really cares
Life is too short to play silly games
I've promised myself I won't do that again

It's got to be perfect
It's got to be worth it, yeah
Too many people take second best
Well I won't take anything less
It's got to be, yeah, perfect

Young hearts are foolish, they make such mistakes
They're much too eager to give their love away
Well, I have been foolish too many times
Now I'm determined, I'm gonna get it right

It's got to be perfect
It's got to be worth it, yeah
Too many people take second best
Well I won't take anything less
It's got to be, yeah, perfect


Young hearts are foolish, they make such mistakes
They're much too eager to give their love away
Well, I have been foolish too many times
Now I'm determined, I'm gonna get it right

It's got to be perfect
It's got to be worth it, yeah
Too many people take second best
Well I won't take anything less
It's got to be, yeah, perfect
It's got to be, yeah, worth it
It's got to be perfect",216,210
Who Can It Be Now?,Men At Work,78,128,03:21,81,48,6,96,10,-15,12B,Men At Work,Who Can It Be Now?,"80s, pop, new wave, rock, pop rock","Who can it be knocking at my door?
Go away, don't come 'round here no more
Can't you see that it's late at night?
I'm very tired and I'm not feeling right
All I wish is to be alone
Stay away, don't you invade my home
Best off if you hang outside
Don't come in, I'll only run and hide

Who can it be now?
Who can it be now?
Who can it be now?
Who can it be now?

Who can it be knockin' at my door?
Make no sound, tip-toe across the floor
If he hears, he'll knock all day
I'll be trapped, and here I'll have to stay
I've done no harm, I keep to myself
There's nothin' wrong with my state of mental health
I like it here with my childhood friend
Here they come, those feelings again

Who can it be now?
Who can it be now?
Who can it be now?
Who can it be now?

Is it the man come to take me away?
Why do they follow me?
It's not the future that I can see
It's just my fantasy
Yeah


Oh-oh-oh
Who can it be now?
Who can it be now?
Who can it be now?
Who can it be now?

Oh, who can it be now?
Oh-wee, oh
Who can it? Who can it?
Oh
Who can it be now?
Oh-wee, oh, yeah, yeah, yeah",201,200
Kokomo,The Beach Boys,0,116,03:35,68,64,1,92,20,-10,8B,The Beach Boys,Kokomo,"80s, pop, oldies, summer, classic rock","Aruba, Jamaica, ooh, I wanna take ya
Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, baby, why don't we go?
Jamaica

Off the Florida Keys
There's a place called Kokomo
That's where you wanna go
To get away from it all
Bodies in the sand
Tropical drink melting in your hand
We'll be falling in love
To the rhythm of a steel drum band
Down in Kokomo

Aruba, Jamaica, ooh, I wanna take you
To Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, Ooh, baby why don't we go?
I wanna take you down to Kokomo
We'll get there fast
And then we'll take it slow
That's where we wanna go
Way down in Kokomo

Martinique, that Montserrat mystique
We'll put out to sea
And we'll perfect our chemistry
By and by, we'll defy
A little bit of gravity
Afternoon delight
Cocktails and moonlit nights
That dreamy look in your eye
Give me a tropical contact high
Way down in Kokomo

Aruba, Jamaica, ooh, I wanna take you
To Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, Ooh baby, why don't we go?
Ooh, I wanna take you down to Kokomo
We'll get there fast
And then we'll take it slow
That's where we wanna go
Way down in Kokomo

Port au Prince, I want to catch a glimpse


Everybody knows
A little place like Kokomo
Now if you wanna go
To get away from it all
Go down to Kokomo

Aruba, Jamaica, ooh, I wanna take you
To Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, baby, why don't we go?
Ooh, I wanna take you down to Kokomo
We'll get there fast
And then we'll take it slow
That's where we wanna go
Way down in Kokomo
Aruba, Jamaica, ooh, I wanna take you
To Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, baby, why don't we go?
I wanna take you down to Kokomo…",215,210
Can't Take My Eyes Off You - Original Extended Version,Boys Town Gang,63,130,09:49,65,75,1,66,10,-10,6B,Boys Town Gang,Can't Take My Eyes Off You,"Disco, pop, 80s, dance, cover","You're just too good to be true
Can't take my eyes off of you
You'd be like heaven to touch
Oh, I want to hold you so much
At long last love has arrived
And I thank God I'm alive
You're just too good to be true
I can't take my eyes off of you

Pardon the way that I stare
There's nothin' else to compare
The thought of you leaves me weak
There're no words left to speak
But if you feel like I feel
Oh, then let me know that it's real
You're just too good to be true
Can't take my eyes off of you

I love you, baby and if it's quite alright
I need you, baby, to warm a lonely night
I love you, baby, trust in me when I say

Oh, pretty baby, don't bring me down, I pray
Oh, pretty baby, now that I found you, stay
And let me love you, baby
Let me love you

You're just too good to be true
Can't take my eyes off of you
You'd be like heaven to touch
Oh, I want to hold you so much
At long last love has arrived
And I thank God I'm alive
You're just too good to be true
Can't take my eyes off of you

I love you, baby and if it's quite alright
I need you, baby, to warm a lonely night
I love you, baby, trust in me when I say

Oh, pretty baby, don't bring me down, I pray
Oh, pretty baby, now that I found you, stay
And let me love you, baby
Let me love you

I love you, baby and if it's quite alright
I need you, baby, to warm a lonely night
I love you, baby, trust in me when I say

Oh, pretty baby, don't bring me down, I pray
Oh, pretty baby, now that I found you, stay
Oh, pretty baby, trust in me when I say

I love you, baby and if it's quite alright
I need you, baby, to warm a lonely night
I love you, baby, trust in me when I say",589,580
Maneater,Daryl Hall & John Oates,84,89,04:33,72,50,4,82,0,-13,10A,Daryl Hall & John Oates,Maneater,"80s, pop, rock, soul, 1982","She'll only come out at night
The lean and hungry type
Nothing is new
I've seen her here before
Watching and waiting
Ooh, she's sitting with you, but her eyes are on the door
So many have paid to see what you think you're getting for free
The woman is wild, a she-cat tamed by the purr of a Jaguar
Money's the matter
If you're in it for love, you ain't gonna get too far

(Oh-oh, here she comes)
Watch out, boy, she'll chew you up
(Oh-oh, here she comes)
She's a maneater
(Oh-oh, here she comes)
Watch out, boy, she'll chew you up
(Oh-oh, here she comes)
She's a maneater

I wouldn't if I were you
I know what she can do
She's deadly, man
She could really rip your world apart
Mind over matter
Ooh, the beauty is there but a beast is in the heart

(Oh-oh, here she comes)
Watch out, boy, she'll chew you up
(Oh-oh, here she comes)
She's a maneater
(Oh-oh, here she comes)
Watch out, boy, she'll chew you up
(Oh-oh, here she comes)
She's a maneater

Ooh
(Oh-oh, here she comes)
Here she comes, watch out, boy, she'll chew you up
(Woah-oh, here she comes, watch out)
She's a maneater
(Oh-oh, here she comes, she's a maneater)
Ooh, she'll chew you up
(Oh-oh, here she comes)
Here she comes, she's a maneater
(Oh-oh, here she comes, watch out)
She'll only come out at night, ooh
(Oh-oh, here she comes)
Here she comes, she's a maneater
(Oh-oh, here she comes, she's a maneater)
The woman is wild, woo
(Oh-oh, here she comes)
Here she comes, watch out, boy, watch out, boy
(Oh-oh, here she comes)
Oh, watch out, watch out, watch out, watch out
(Oh-oh, here she comes, watch out)
Yeah, yeah, she's a maneater
(Oh-oh, here she comes, she's a maneater)
She's watching and waiting, ooh
(Oh-oh, here she comes)
Oh, she's a maneater",273,270
Rain or Shine,Five Star,39,102,03:59,68,66,19,83,10,-9,1B,Five Star,Rain or Shine,"80s, pop, female vocalists, acoustic, 80s Pop","You're my knight in shining armor
Chase the devil and the dragons away
From mañana to mañana
Do I love you? (Yes, I do, do)
Storm or sun, you're the only one
And this is how I feel

(Rain or shine)
You'll always be one in a million
My fantasy come true
(Rain or shine) It's you and me
Cut me a heart on a tree and say
It's forever, not a year and a day

Robin Hood and Major Tom (Robin Hood and Major Tom)
All the super heroes rolled into one
Kiss away my sad and lonelies
Do I love you? (Yes, I do, do)
Silk and steel, that's the way you feel
And how I love you now

(Rain or shine)
You'll always be one in a million
My fantasy come true
(Rain or shine) It's you and me
Cut me a heart on a tree and say
It's forever, not a year and a day
Our love would stay

How I love you now
How I love you now

(Rain or shine)
You'll always be one in a million
My fantasy come true
(Rain or shine) It's you and me
Cut me a heart on a tree and say from me to you

Rain, shine, rain, shine
Rain or shine
You'll always be one in a million
My fantasy come true
(Rain or shine) It's you and me
(Give me all your love)
Rain or shine, rain or shine
Fantasy come true
Rain or shine, rain or shine
(Give me all, give me all, give me all your love)
Rain or shine, rain or shine
My baby, fantasy come true
Rain or shine, rain or shine",239,230
Teardrops,Womack & Womack,62,134,05:03,88,56,27,93,0,-13,1A,Womack & Womack,Teardrops,"80s, soul, pop, Disco, teardrops","From the liner notes:
The woman character continues on to try and live without her love, her hurtness shines through the teardrops that drip on the dance floor as she tries to party her blues away.
Whenever I hear goodbyes
(Remind me baby of you)
I break down and cry
(The next time I'll be true, yeah)
Fever for lost romance
(Remind me baby of you)
I took a crazy chance
(The next time I'll be true
I'll be true, I'll be true)

Footsteps on the dance floor
(Remind me baby of you)
Teardrops in my eyes
(Next time I'll be true, yeah)
Whispers in the powder room
(She cries on every tune
Every tune, every tune)

And the music don't feel
Like it did when I felt it with you
Nothing that I do or feel ever feels
Like I felt it with you

When I'm dancin' 'round
(Remind me baby of you)
I really let you down
(Next time I'll be true, yeah)
I took a crazy chance
(She cries on every tune
Every tune, every tune)

Footsteps on the dance floor
(Remind me baby of you)
Teardrops in my eyes
(Next time I'll be true, yeah)
Whispers in the powder room
(She cries on every tune
Every tune, every tune)

And the music don't feel
Like it did when I felt it with you
Nothing that I do or feel ever feels
Like I felt it with you

Hurting deep inside
(She cries on every tune)
I break down and cry
(She cries on every tune
Every tune, every tune)

Footsteps on the dance floor
(Remind me baby of you)
Teardrops in my eyes
(Next time I'll be true, yeah)
Whispers in the powder room
(She cries on every tune
Every tune, every tune)

And the music don't feel (no no)
Like it did when I felt it with you
(No no)
Nothing that I do or feel (never feels)
Like I felt it with you
(No no)

And the music don't feel (no no)
Like it did when I felt it with you
Nothing that I do or feel
Ever feels like I felt it with you

Oh oh oh oh
Oh oh oh oh
Oh oh oh oh
Oh oh oh oh oh ohh

Fever for lost romance
I took a crazy chance
Lovers holding hands
(Remind me baby of you)
(Next time I'll be true)",303,300
