Song,Artist,Genre Tags,Tag Source
Your Love Is King,Sade,"soul, Sade, female vocalists, jazz, 80s",track
If You Don't Know Me by Now - 2008 Remaster,Simply Red,"80s, pop, romantic, simply red, soul",track
"Baby, I Love Your Way/Freebird",Will To Power,"80s, pop, Ballad, cover, will to power",track
Suddenly,Billy Ocean,"80s, soul, pop, Love, romantic",track
Wicked Game,Chris Isaak,"80s, rock, Ballad, pop, sexy",track
Is This Love?,Alison Moyet,"pop, 80s, female vocalists, Alison Moyet, new wave",track
Bright Eyes,Art Garfunkel,"folk, pop, singer-songwriter, soft rock, 70s",track
All at Once,Whitney Houston,"80s, whitney houston, soul, pop, female vocalists",track
Orinoco Flow - 2009 Remaster,Enya,"new age, celtic, enya, female vocalists, chillout",track
Nothing's Gonna Change My Love for You,Glenn Medeiros,"80s, love songs, pop, Ballad, ballads",track
Hard to Say I'm Sorry / Get Away - 2006 Remaster,Chicago,"rock, classic rock, 80s, 1982, Jazz Rock",track
So Amazing,Luther Vandross,"soul, luther vandross, rnb, Smooth Jazz, quiet storm",track
The Living Years,Mike + The Mechanics,"80s, pop, classic rock, Ballad, rock",track
Fade To Grey,Visage,"80s, new wave, synthpop, new romantic, synth pop",track
Shattered Dreams - Remastered 2008,Johnny Hates Jazz,"80s, pop, new wave, Johnny Hates Jazz, favorites",track
Shake the Disease,Depeche Mode,"new wave, 80s, electronic, Depeche Mode, synth pop",track
Come into My Life (Radio Mix),Joyce Sims,"soul, classic soul, frauenpower",track
Heartbreaker,Dionne Warwick,"80s, female vocalists, soul, pop, oldies",track
The Land of Make Believe,Bucks Fizz,"80s, pop, Bucks Fizz, oldies, Eurovision",track
How 'Bout Us,Champaign,"soul, 80s, love songs, Champaign, pop",track
Your Love,The Outfield,"80s, rock, classic rock, pop, new wave",track
Everything She Wants - Remastered,Wham!,"80s, pop, George Michael, new wave, dance",track
There Must Be an Angel (Playing with My Heart),"Eurythmics,Annie Lennox,Dave Stewart","80s, pop, new wave, synthpop, eurythmics",track
It's Alright (Baby's Coming Back) - Remastered Version,"Eurythmics,Annie Lennox,Dave Stewart","pop, new wave, 80s, rock, female vocalists",track
Baggy Trousers - 2010 Remaster,Madness,"ska, 80s, pop, british, madness",track
Embarrassment - 2010 Remaster,Madness,"ska, 80s, pop, rock, new wave",track
Shut Up,Madness,"ska, 80s, rock, british, new wave",track
It Must Be Love,Madness,"80s, ska, pop, new wave, Love",track
Tomorrow's (Just Another Day),Madness,"ska, pop, rock, 80s, new wave",track
Our House,Madness,"80s, ska, pop, new wave, british",track
House of Fun,Madness,"ska, 80s, british, pop, new wave",track
Driving In My Car - 7  Single,Madness,"ska, 80s, pop, new wave, rock",track
99 Red Balloons,Nena,"80s, pop, new wave, female vocalists, german",track
System Addict,Five Star,"80s, pop, dance, dance-pop, funk",track
Automatic,The Pointer Sisters,"80s, pop, Disco, soul, female vocalists",track
Cambodia - Single Version,Kim Wilde,"80s, pop, new wave, female vocalists, Kim Wilde",track
Chain Reaction,Diana Ross,"pop, 80s, motown, Disco, female vocalists",track
Come Back and Stay - 2008 Remastered,Paul Young,"80s, pop, new wave, 80s Pop, british",track
Dance Hall Days,Wang Chung,"80s, new wave, pop, dance, Wang Chung",track
Every Time You Go Away,Paul Young,"80s, pop, love songs, soft rock, Ballad",track
I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,"Michael Jackson,Siedah Garrett","pop, 80s, dance, RB, american",track
Rosanna,TOTO,"80s, rock, classic rock, pop, toto",track
The Lion Sleeps Tonight,Tight Fit,"80s, pop, british, the lion sleeps tonight, cover",track
The Reflex - 2010 Remaster,Duran Duran,"80s, new wave, pop, rock, duran duran",track
Material Girl,Madonna,"pop, 80s, Madonna, dance, female vocalists",track
The Power Of Love,Frankie Goes To Hollywood,"80s, pop, new wave, Ballad, christmas",track
Gimme All Your Lovin',ZZ Top,"classic rock, rock, Southern Rock, 80s, blues rock",track
Jump - 2015 Remaster,Van Halen,"80s, rock, hard rock, classic rock, van halen",track
Somewhere in My Heart,Aztec Camera,"80s, new wave, pop, rock, Scottish",track
Town Called Malice,The Jam,"mod, 80s, new wave, rock, british",track
Shelter,"Porter Robinson,Madeon","EDM, electronic, electropop, pop, synthpop",track
Don't You Worry Child - Radio Edit,"Swedish House Mafia,John Martin","electronic, House, dance, 2012, Swedish House Mafia",track
Levels - Radio Edit,Avicii,"dance, House, electronic, party, Progressive House",track
Spectrum,"Zedd,Matthew Koma","electro house, Progressive House, dance, uplifting trance, complextro",track
Pressure - Alesso UK Radio Edit,"Nadia Ali,Starkillers,Alex Kenji,Alesso","vocal trance, trance, female vocalists, dance, singer-songwriter",artist
Stereo Love (Radio Edit),"Edward Maya,Vika Jigulina","dance, pop, electronic, Love, party",track
In My Mind (feat. Georgi Kay) - Axwell Radio Edit,"Ivan Gough,Feenixpawl,Georgi Kay,Axwell","electronic, australian, House, dance, chillout",artist
Feel So Close - Radio Edit,Calvin Harris,"dance, electronic, House, pop, electronica",track
Core,RL Grime,"Hip-Hop, trap, bass music",track
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"Avicii,Nicky Romero","House, electronic, dance, Progressive House, electro house",artist
Gold Skies,"Martin Garrix,Sander van Doorn,DVBBS,Aleesia",,none
The Prince,Madeon,"electronic, synthwave, electropop, pop, synthpop",track
Calling (Lose My Mind) - Radio Edit,"Sebastian Ingrosso,Alesso,Ryan Tedder",electronic,track
Titanium (feat. Sia),"David Guetta,Sia","dance, electronic, pop, House, David Guetta",track
Silhouettes - Original Radio Edit,Avicii,"House, dance, Progressive House, electronic, Avicii",track
The Veldt - Tommy Trash Short Edit,"deadmau5,Chris James","trance, electronic, Progressive House, 2012, chillout",track
If I Lose Myself - Alesso vs OneRepublic,"OneRepublic,Alesso","pop, rock, electronic, alternative, 2013",track
This Is What It Feels Like,"Armin van Buuren,Trevor Guthrie","trance, dance, House, electronic, Armin van Buuren",track
Leave The World Behind - Radio Edit,"Axwell,Sebastian Ingrosso,Steve Angello,Laidback Luke,Deborah Cox","House, vocal house, Vesko, wkqi-fm, ZanaDance",track
Million Voices - Radio Edit,Otto Knows,"House, electronic, dance, million, swedish",track
How You Love Me,"3LAU,Bright Lights","techno, kim kardashian, hairy chest, scarlett johansson, hunks",track
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,"Swedish House Mafia,Tinie Tempah","House, dance, electronic, electronica, electro house",track
Candyman,"Zedd,Aloe Blacc","electronic, dubstep, electro, House, electro house",track
Dear Boy - Avicii By Avicii,"Avicii,Tim Bergling","electronic, House, dance, techno, Avicii",track
Kuaga (Lost Time) (Radio Edit),Pierce Fulton,"dance, american, Progressive House, electronic, house music",artist
Infinity 2008,Guru Josh Project,"dance, House, electronic, trance, makes me want to dance",track
Sad Machine,Porter Robinson,"vocaloid, electronic, electronica, synthpop, EDM",track
Fortress (feat. Joni Fatora),"ILLENIUM,Joni Fatora","electronic, future bass",track
Bad (feat. Vassy) - Radio Edit,"David Guetta,Showtek,VASSY","electronic, House",track
Flicker,Porter Robinson,"electronic, electropop, cute, electro house, american",track
Pizza,Martin Garrix,"Progressive House, House, electro house, party, EDM",track
Live Love Die (feat. Sirena) - Radio Edit,"Dimitri Vangelis & Wyman,Sirena",,none
Mistaken (feat. Alex Aris),"Martin Garrix,Matisse & Sadko,Alex Aris","EDM, electronic, electropop, dance, House",track
4 AM - Adam K & Soha Radio Edit,Kaskade,"electronic, chillout, House, dance, electronica",track
Under the Sun (Where We Belong) (feat. Andreas Moe) - Radio Edit,"John De Sohn,Andreas Moe","dance, House, trance, electronic, Sweden",artist
Renaissance (feat. Clairity),"Steve James,Clairity",EDM,track
The Buzz,"Hermitude,Mataya,Young Tapz","electronic, dance, rnb, contemporary rnb, electronic dance music",track
Falling In Reverse,Andy Liam,,none
Beam Me Up - Radio Edit,CAZZETTE,"2013, swedish, duo, 2012 single",track
Where We Are (with Adventure Club & JT Roach),"Bear Grillz,Adventure Club,JT Roach","dubstep, trap, electronic, trance, Brostep",artist
Soundclash,"Flosstradamus,TroyBoi","trap, seen live, electronic, dance, mashup",artist
Pluto (Remember You) - Radio Edit,"DJ Clock,Beatenberg","House, south african, afro-pop, afro pop, south african pop",track
Live Forever,Third Party,"reggae, dub, seen live, chill, good shit",artist
Peanut Butter Jelly,Galantis,"dance, 2015, electronic, swedish, party",track
All I Ever Wanted,"Michaël Brun,Louie","pop, dance, electronic, Hip-Hop, trance",artist
Meet Me,"Mickey Valen,Noé",,none
Sun & Moon,"Above & Beyond,Richard Bedford","trance, progressive trance, vocal trance, electronic, dubstep",track
Pair Of Dice,"Tiësto,Allure","trance, electronic, dance, techno, electronica",artist
So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix,David Guetta,Jamie Scott,Romy Dya","David Guetta, MySpotigramBot, -1001854528204",track
Seek Bromance - Avicii Vocal Edit,"Tim Berg,Avicii","dance, House, party, electronic, tim berg",track
Those Were The Days (feat. Jared Lee),"Midnight Kids,Jared Lee",,none
Sing Me to Sleep,Alan Walker,"House, best of 2016, electronic, electropop, pop",track
OK,Madeon,"electronic, dance, electro house, EDM, Disco",track
Take Back Tomorrow,GoldFish,"electronic, House, deep house, vocal house, EDM",track
City Of Dreams - Radio Edit,"Dirty South,Alesso,Ruben Haze","House, electro house, electronic, dance, electro",artist
Somebody Find Me,"Milkman,Kait Weston","mashup, thrashcore, hardcore, fastcore, dutch",artist
Extreme,"Bassjackers,KSHMR,Sidnie Tipton","House, electro house, electronic, dutch house, seen live",artist
Barbra Streisand - Radio Edit,Duck Sauce,"dance, House, Disco, funk, electronic",track
In the Name of Love,"Martin Garrix,Bebe Rexha","future bass, EDM, 2016, pop, 2010s",track
Every Chance We Get We Run (feat. Tegan & Sara),"David Guetta,Tegan and Sara","electronic, indie, dance pop, MyNewMusicPicksOfTheWeek",track
What U Got - Original Mix,"Dirtcaps,Gianni Marino",,none
Hit It (feat. I-Ez),"Deorro,Dirty Audio,iE-z","House, dance, electronic, Progressive House, club",artist
La Lune (feat. Dan Smith),"Madeon,Dan Smith","electronic, love at first listen, bastille, Dan Smith, WSUM 91.7 FM Madison",track
All Falls Down (feat. Juliander),"Alan Walker,Noah Cyrus,Digital Farm Animals,Juliander","electronic, electropop, pop, dance, dance-pop",track
Gold Dust,Galantis,"electronic, beautiful, swedish, Love, Awesome",track
Rapture - Avicii New Generation Radio Edit,Nadia Ali,"trance, dance, vocal trance, iiO, bbc radio1 playlist 2012",track
Reverie (feat. King Deco),"ILLENIUM,King Deco","dubstep, electronic, Drum and bass, electronica, pop",artist
Bangarang (feat. Sirah),"Skrillex,Sirah","dubstep, electronic, dance, Brostep, electronica",track
Fire,"Louis The Child,Evalyn","trance, progressive trance",artist
Emotional,"Flux Pavilion,Matthew Koma","electronic, pop, EDM, chillstep, future bass",track
Turn off the Lights (feat. Alexis Roberts),"Chris Lake,Alexis Roberts","electronic, dance, party",track
Alive - Basto Radio Edit,"Adrian Lux,The Good Natured","electronic, alternative, swedish, female vocalists, House",track
Lights Out,Nikademis,"latvian, rock, pop, seen live, latvia",artist
Red Lights,Tiësto,"electronic, dance, pop, dance pop, 2014",track
Loyal,ODESZA,"electronic, bass, trap, Motivational, weightlifting",track
I'll Be Your Reason,ILLENIUM,"EDM, chillstep",track
Kids in Love,"Kygo,The Night Game","electronic, EDM, tropical house, Kygo, the night game",track
Animals - Extended,Martin Garrix,"House, electronic, Progressive House, dance, party",track
Stay The Night - Featuring Hayley Williams Of Paramore,"Zedd,Hayley Williams","electronic, House, pop, dance, Ballad",track
Under Control (feat. Hurts),"Calvin Harris,Alesso,Hurts","electronic, dance, EDM, british, House",track
Find Our Way (feat. klei),"Midnight Kids,klei",,none
Clarity,"Zedd,Foxes","electronic, House, pop, love at first listen, dance",track
Into The Fire,"VINAI,Anjulie",,none
Sexy Bitch (feat. Akon),"David Guetta,Akon","dance, House, club, electronic, sexy",track
Crawl Outta Love,"ILLENIUM,Annika Wells","EDM, dubstep, melodic dubstep, future bass",track
Another Day,"Dabin,Outwild,Nevve","electronic, EDM, future bass, Melodic Bass",track
On the Dancefloor,NOOMA,"dance, electronic, trance, House, dutch",artist
Working For It,"ZHU,Skrillex,THEY.","electronic, rnb, trap, uk bass, EDM",track
ili,TroyBoi,"trap, electronic, experimental, british, heavy",artist
Shot Me Down (feat. Skylar Grey) - Radio Edit,"David Guetta,Skylar Grey","electronic, pop, dance, House, 2014",track
Promesses - Radio Edit,"Tchami,Kaleem Taylor",2 stars,track
You Make Me,Avicii,"electronic, dance, House, Avicii, swedish",track
Written In Reverse,"Tiësto,Hardwell,Matthew Koma",ricki white,track
Line Of Sight,"ODESZA,WYNNE,Mansionair","bass, future bass",track
Exploration Of Space,Cosmic Gate,"trance, progressive trance, Hard Trance, electronic, techno",track
"Boom (feat. MOTi, TY Dolla $ign, Wizkid & Kranium)","Major Lazer,Kranium,MOTi,Ty Dolla $ign,Wizkid","wizkid, moti, ty dolla sign, kranium",track
Gemini (feat. George Maple),"What So Not,George Maple","trap, future bass, played",track
Firestone,"Kygo,Conrad Sewell","electronic, tropical house, dance, House, Love",track
Inside Out,"The Chainsmokers,Charlee","electronic, House, electro house, american",track
Freefall,"Armin van Buuren,BullySongs","trance, electronic, progressive trance, vocal trance, dance",artist
Call On Me - Radio Edit,Eric Prydz,"dance, House, electronic, club, techno",track
Thinking About You (feat. Ayah Marar),"Calvin Harris,Ayah Marar","electronic, House, dance, 2013, pop",track
All My Love,"Major Lazer,Ariana Grande","Ariana Grande, electronic, seen live, dancehall, EDM",track
Sex,"Cheat Codes,Kris Kross Amsterdam","electronic, dance, pop, sex, EDM",track
Run The Trap,"Fluffy,Slim Spitta",,none
Roses,"The Chainsmokers,ROZES","future bass, electronic, 2015, electropop, pop",track
Like Home - Radio Edit,"Nicky Romero,NERVO",Ribellu,track
Together,"Martin Garrix,Matisse & Sadko","EDM, dance, House, electro house, Progressive House",track
Gold,"Dash Berlin,Dbstf,Jake Reese,Waka Flocka Flame,DJ Whoo Kid","future bass, rip trance",track
Easy - Radio Edit,"Mat Zo,Porter Robinson","electronica, dance, electro house, PE 75, pe 100",track
Can't Let Go,"Leroy Styles,Neil Ormandy",,none
For You (feat. Melissa Hayes),"Said The Sky,Melissa Hayes",,none
You Know You Like It,"DJ Snake,AlunaGeorge","electronic, dance, trap, 2015, pop",track
Drop That Low (When I Dip),Tujamo,"House, electronic, tech house, german, EDM",artist
Freedom,"AFROJACK,D-wayne,Jack McManus","pamela anderson, Anna Nicole Smith, amanda seyfried, adriana deville, tiffany towers",track
Darling (feat. Missio),"Said The Sky,Missio",,none
How Deep Is Your Love,"Calvin Harris,Disciples","electronic, dance, 2015, pop, House",track
Falling (Whethan Redo),"Opia,Whethan",,none
All You Need Is Love,Avicii,"bonus track, Avicii, dj trentalance, aviciiforever",track
Afterhours feat. Diplo & Nina Sky,"TroyBoi,Diplo,Nina Sky","trap, electronic, experimental, british, heavy",artist
Illuminate,"AFROJACK,Matthew Koma","House, 9 of 10 stars, claudia schiffer, post-nerdcore, chloe mozar",track
Fast Car,"Jonas Blue,Dakota","tropical house, electronic, House, cover, 2010s",track
Dancing In My Head,"Eric Turner,Avicii",21st century in music,track
Forever,"Martin Garrix,Matisse & Sadko","House, EDM, electronic, electro house, Progressive House",track
Runaway (U & I),Galantis,"dance, electronic, swedish, House, 2015",track
Koala - Radio Edit,Oliver Heldens,"House, electronic, electronica, pop, dance",track
Bounce (feat. Kelis) - Radio Edit,"Calvin Harris,Kelis","electro house, electronic, dance, House, 2011",track
On My Mind - Radio Edit,Don Diablo,"party, 2015 single, Vanessa Hudgens",track
Can't Stop Playing (Makes Me High) - Oliver Heldens Vocal Edit,"DR. KUCHO!,Gregor Salto,Ane Brun,Oliver Heldens","House, dance, electronic, techno, funky house",artist
Game Over,"Martin Garrix,LOOPERS","EDM, eletronic, music, eletronica, Martin",track
Insomnia,"Audien,Parson James","Victoria Silvstedt, marie fabre, olga kurylenko, laly vallade, katja kassin",track
Universe - Radio Edit,"Don Diablo,Emeni","House, dance, electronic, seen live, electro",artist
The Nights,Avicii,"dance, electronic, pop, 2015, 2014",track
Superstar,"Said The Sky,Dabin,Linn","melodic dubstep, future bass",track
Tsunami,"DVBBS,Borgeous","electronic, dance, big room, electro, House",track
Heaven,Avicii,"chris martin, electronic, dance, House, Electro Pop",track
A Little More (feat. Sansa),"Kaskade,John Dahlbäck,Sansa","House, electronic, deep house, chillout, dance",artist
