Song,Artist,Popularity,BPM,Genres,Parent Genres,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Camelot,Artist_Clean,Song_Clean
Freesol (feat. Skyler Stonestreet),"Seven Lions,Skyler Stonestreet",0,75,"melodic bass, future bass, edm, chillstep, dubstep, progressive trance, ",Electronic,03:30,44,73,10,0,42,10,10,-5,C minor,4,5A,Seven Lions,Freesol (feat. Skyler Stonestreet)
Lost At Sea,"Zedd,Ryan Tedder",49,128,"edm, ",Electronic,03:45,57,80,2,0,31,0,10,-4,F#/G♭,4,2B,Zedd,Lost At Sea
Strobe,deadmau5,39,128,"edm, progressive house, dubstep",Electronic,10:35,43,45,1,92,4,0,10,-11,G#/A♭ minor,4,1A,deadmau5,Strobe
Strobe - Club Edit,deadmau5,0,130,"edm, progressive house, dubstep",Electronic,05:00,41,56,0,88,15,0,0,-9,C♯/D♭ minor,3,12A,deadmau5,Strobe
Mantra,TroyBoi,39,94,edm trap,"Electronic, Hip Hop",03:14,74,87,1,83,17,0,0,-5,D,4,10B,TroyBoi,Mantra
Firestorm (feat. Sara Diamond),"Adventure Club,Sara Diamond",0,140,"melodic bass, dubstep, edm, chillstep, future bass, ",Electronic,03:27,63,73,15,0,23,0,0,-4,C♯/D♭ minor,4,12A,Adventure Club,Firestorm (feat. Sara Diamond)
Everyday Of My Life,Third Party,39,128,"progressive house, edm, big room",Electronic,06:19,62,84,0,0,18,0,0,-5,D minor,4,7A,Third Party,Everyday Of My Life
I Got U,"Duke Dumont,Jax Jones",3,121,"house, ",Electronic,04:45,65,76,0,1,42,0,0,-8,C,4,8B,Duke Dumont,I Got U
Africa - Radio Version,"BACALL,Malo",0,105,,,03:06,77,69,1,0,51,0,10,-6,A,4,11B,BACALL,Africa
Aloha,"Møme,Merryn Jeann",0,100,,,03:38,55,73,22,0,40,20,10,-6,A#/B♭ minor,4,3A,Møme,Aloha
Start Again (feat. Fiora),"Seven Lions,Fiora",6,150,"melodic bass, future bass, edm, chillstep, dubstep, progressive trance, drum and bass",Electronic,05:34,38,75,12,0,9,0,20,-5,F,4,7B,Seven Lions,Start Again (feat. Fiora)
FeelGood (Pierce Fulton Radio Edit) [feat. Pierce Fulton],"GOLDHOUSE,Pierce Fulton",31,125,,,03:32,57,89,2,0,36,0,10,-4,E,4,12B,GOLDHOUSE,FeelGood (Pierce Fulton Radio Edit) [feat. Pierce Fulton]
To Ü (feat. AlunaGeorge),"Jack Ü,Skrillex,Diplo,Aluna,AlunaGeorge",61,160,"dubstep, edm, electro, electronic, moombahton, ","Electronic, Latin",03:57,49,93,13,0,35,40,20,-3,A#/B♭ minor,4,3A,Jack Ü,To Ü (feat. AlunaGeorge)
Hold Me (feat. Layna) - Original Version,"Awae,Damned,Layna",8,170,,,03:23,60,48,49,1,12,10,20,-8,A#/B♭,4,6B,Awae,Hold Me (feat. Layna)
Follow You Down,"Zedd,Bright Lights",0,128,"edm, ",Electronic,05:47,69,70,1,2,56,0,30,-5,A minor,4,8A,Zedd,Follow You Down
Don't Leave (feat. AYER),"TKDJS,AYER",35,126,"future house, ",Electronic,04:21,70,60,7,2,66,0,0,-8,E minor,4,9A,TKDJS,Don't Leave (feat. AYER)
Enjoy the Ride,Krewella,50,128,"edm, dubstep",Electronic,03:31,56,87,24,0,49,10,0,-1,C♯/D♭,4,3B,Krewella,Enjoy the Ride
I Want U,Alison Wonderland,0,140,"edm trap, future bass, edm","Electronic, Hip Hop",03:30,60,83,0,0,39,0,30,-3,C♯/D♭ minor,4,12A,Alison Wonderland,I Want U
Cinematic (feat. Denny White) - Radio Edit,"Fedde Le Grand,Denny White",27,128,,,03:55,68,71,12,0,57,0,0,-5,D#/E♭,4,5B,Fedde Le Grand,Cinematic (feat. Denny White)
Who's That Chick ? (feat. Rihanna) [Single Version],David Guetta,0,128,"edm, dance",Electronic,02:47,68,66,0,0,90,0,0,-5,D,4,10B,David Guetta,Who's That Chick ? (feat. Rihanna) [Single Version]
Ten Feet Tall,"AFROJACK,Wrabel",0,127,"edm, big room, ",Electronic,03:49,52,86,3,0,35,0,10,-3,C,4,8B,AFROJACK,Ten Feet Tall
Falling Away - Festival Mix (Radio Edit),"Seven Lions,Lights",44,128,"melodic bass, future bass, edm, chillstep, dubstep, progressive trance, ",Electronic,03:45,48,83,0,0,21,0,80,-4,G minor,4,6A,Seven Lions,Falling Away
We Might Fall,"Ghastly,Matthew Koma",0,155,"bass house, dubstep, edm, riddim, ","Electronic, Reggae",03:00,33,76,2,0,8,0,0,-5,G,4,9B,Ghastly,We Might Fall
High On Life (feat. Bonn),"Martin Garrix,Bonn",72,128,"edm, electronica, progressive house, ",Electronic,03:50,41,49,1,0,37,0,10,-6,F#/G♭ minor,4,11A,Martin Garrix,High On Life (feat. Bonn)
Atmosphere,Kaskade,0,123,edm,Electronic,03:51,59,77,2,0,39,0,0,-5,D#/E♭,4,5B,Kaskade,Atmosphere
Millionaire (feat. Nelly),"Digital Farm Animals,Cash Cash,Nelly",47,100,"edm, ",Electronic,03:05,60,84,7,0,43,10,0,-6,F,4,7B,Digital Farm Animals,Millionaire (feat. Nelly)
Never Fade,"Sick Individuals,Kaelyn Behr",32,128,"big room, progressive house, edm, ",Electronic,03:04,60,92,18,0,17,0,10,-3,E minor,4,9A,Sick Individuals,Never Fade
In the Morning,"Kaskade,ZHU",34,123,edm,Electronic,03:31,70,90,0,7,24,0,10,-4,D#/E♭ minor,4,2A,Kaskade,In the Morning
Sensei,TroyBoi,27,142,edm trap,"Electronic, Hip Hop",03:37,77,61,0,77,34,0,10,-6,B minor,4,10A,TroyBoi,Sensei
Glitch,"Martin Garrix,Julian Jordan",42,128,"edm, electronica, progressive house, bass house, big room, future house, electro house",Electronic,03:05,72,79,6,2,36,0,20,-6,D minor,4,7A,Martin Garrix,Glitch
Hungry Hearts - Radio Edit,Nause,48,128,,,03:45,65,82,1,1,38,0,0,-5,G,4,9B,Nause,Hungry Hearts
Miracle,Madeon,44,115,"edm, french house",Electronic,04:10,51,63,1,0,21,0,30,-6,E minor,4,9A,Madeon,Miracle
Lovers on the Sun (feat. Sam Martin),"David Guetta,Sam Martin",74,125,"edm, dance, ",Electronic,03:23,65,89,9,0,57,0,30,-3,F#/G♭ minor,4,11A,David Guetta,Lovers on the Sun (feat. Sam Martin)
Rich Love (with Seeb),"OneRepublic,Seeb",1,105,"soft pop, ",Pop,03:21,59,87,18,0,50,30,30,-4,C♯/D♭ minor,4,12A,OneRepublic,Rich Love (with Seeb)
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer) - Radio Edit","Pitbull,Ne-Yo,AFROJACK,Nayer",0,129,"edm, big room, latin dance","Electronic, Latin",03:48,67,92,26,0,49,10,20,-5,D#/E♭,4,5B,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)"
Ride It,"Borgeous,Rvssian,Sean Paul,M.R.I.",0,130,"big room, edm, trap latino, dancehall, ","Electronic, Reggae, Hip Hop, Latin",03:43,75,70,16,0,36,0,0,-5,D#/E♭ minor,4,2A,Borgeous,Ride It
Love In Ruins (feat. Sinead Harnett),"Gryffin,Sinéad Harnett",45,122,"edm, melodic bass, future bass, alternative r&b","Pop, R&B, Electronic",04:18,53,77,7,0,40,0,10,-5,B minor,4,10A,Gryffin,Love In Ruins (feat. Sinead Harnett)
I'm Not Alone - 2009 Remaster,Calvin Harris,50,128,edm,Electronic,03:36,61,96,1,2,17,0,20,-4,F#/G♭,4,2B,Calvin Harris,I'm Not Alone
Believer,"Major Lazer,Showtek",0,145,"moombahton, hardstyle, big room, electronica, edm","Electronic, Latin",03:43,60,91,7,0,69,0,10,-3,G#/A♭ minor,4,1A,Major Lazer,Believer
Take Over Control,"AFROJACK,Eva Simons",15,130,"edm, big room, ",Electronic,02:54,66,89,11,0,59,10,60,-2,C minor,4,5A,AFROJACK,Take Over Control
Boy,ODESZA,0,140,"chillwave, chillstep",Electronic,03:03,51,69,0,55,12,0,0,-6,C,4,8B,ODESZA,Boy
KinjaBang,TroyBoi,40,75,edm trap,"Electronic, Hip Hop",01:46,77,77,2,1,38,30,30,-5,A minor,4,8A,TroyBoi,KinjaBang
Friend Of Mine (feat. Vargas & Lagola),"Avicii,Vargas & Lagola",1,110,"edm, ",Electronic,02:39,70,71,2,0,61,0,0,-4,G minor,4,6A,Avicii,Friend Of Mine (feat. Vargas & Lagola)
You Be Love (feat. Billy Raffoul),"Avicii,Billy Raffoul",0,125,"edm, ",Electronic,03:27,82,47,4,1,50,0,0,-8,E minor,4,9A,Avicii,You Be Love (feat. Billy Raffoul)
"The Island, Pt. I (Dawn)",Pendulum,58,126,"drum and bass, electronic rock, dubstep","Electronic, Rock",05:20,58,89,0,1,37,0,10,-4,A minor,4,8A,Pendulum,"The Island, Pt. I (Dawn)"
Ghost Voices,Virtual Self,1,120,,,04:26,31,86,0,81,36,0,30,-8,B minor,4,10A,Virtual Self,Ghost Voices
Good Intentions,"The Chainsmokers,BullySongs",31,126,,,03:28,57,82,0,0,24,0,40,-6,F,4,7B,The Chainsmokers,Good Intentions
flood on the floor,Purity Ring,0,170,"witch house, chillstep",Electronic,03:14,60,79,11,3,34,20,0,-6,A minor,4,8A,Purity Ring,flood on the floor
Sweet Escape,"Alesso,Sirena",0,126,"edm, ",Electronic,03:52,57,85,7,0,51,0,20,-4,D,4,10B,Alesso,Sweet Escape
Message,Audien,0,128,"edm, progressive house",Electronic,02:49,55,68,16,0,14,0,10,-4,F minor,4,4A,Audien,Message
Forget What You Look Like (feat. Lowell),"Netsky,Lowell",36,146,"drum and bass, liquid funk, chillstep, trance",Electronic,03:36,50,97,2,1,4,10,10,-6,A#/B♭ minor,4,3A,Netsky,Forget What You Look Like (feat. Lowell)
My Own Hymn,"Above & Beyond,Zoë Johnston",27,128,"trance, progressive trance, progressive house, chillstep",Electronic,03:50,57,65,18,0,21,0,10,-9,A minor,4,8A,Above & Beyond,My Own Hymn
You Remind Me (feat. Stanaj),"Gryffin,Stanaj",33,129,"edm, melodic bass, future bass, ",Electronic,03:37,57,88,11,0,42,0,20,-5,D#/E♭ minor,4,2A,Gryffin,You Remind Me (feat. Stanaj)
Raven,John Dahlbäck,0,128,"progressive house, edm",Electronic,03:13,59,81,0,96,23,0,0,-6,C♯/D♭,4,3B,John Dahlbäck,Raven
Goh (feat. KLP),"What So Not,Skrillex,KLP",29,170,"future bass, dubstep, edm, electro, electronic, ",Electronic,03:35,53,83,1,28,22,0,10,-5,B minor,4,10A,What So Not,Goh (feat. KLP)
Kurupt,"Tchami,Malaa",0,123,"future house, bass house, g-house, house",Electronic,05:27,83,90,4,55,74,10,30,-5,C,4,8B,Tchami,Kurupt
You're Gonna Love Again,NERVO,46,126,house,Electronic,03:21,41,89,1,2,28,0,10,-5,C♯/D♭ minor,4,12A,NERVO,You're Gonna Love Again
Booyah,"Showtek,We Are Loud,Sonny Wilson",1,128,"hardstyle, big room, electronica, edm",Electronic,05:11,74,95,1,1,52,10,0,-3,B,4,1B,Showtek,Booyah
Heart Shaped Box (feat. Julia Church),"GoldFish,Julia Church",23,123,"electro swing, melodic house","Electronic, Jazz",06:43,77,66,0,2,47,0,0,-6,C♯/D♭,4,3B,GoldFish,Heart Shaped Box (feat. Julia Church)
What I Did for Love (feat. Emeli Sandé),"David Guetta,Emeli Sandé",59,128,"edm, dance, ",Electronic,03:27,49,72,11,0,36,0,10,-5,D,4,10B,David Guetta,What I Did for Love (feat. Emeli Sandé)
Broken Arrows,Avicii,2,116,edm,Electronic,03:52,63,67,5,0,30,0,10,-7,G,4,9B,Avicii,Broken Arrows
Fences,"Vicetone,Matt Wertz",20,109,"edm, ",Electronic,03:31,70,81,43,0,68,0,10,-5,C minor,4,5A,Vicetone,Fences
Hold,"Dabin,Daniela Andrade",41,152,"melodic bass, future bass, edm, chillstep, ",Electronic,05:51,48,72,4,0,26,0,20,-5,A minor,4,8A,Dabin,Hold
Be With Me (feat. Romany),"Endor,Midnight City,Romany",23,123,"disco house, house, future house",Electronic,05:33,75,82,6,0,67,10,0,-7,E,4,12B,Endor,Be With Me (feat. Romany)
Here with You,"Lost Frequencies,Netsky",0,86,"tropical house, drum and bass, liquid funk, chillstep",Electronic,02:39,33,77,1,0,11,0,10,-7,F#/G♭,4,2B,Lost Frequencies,Here with You
These Are The Times (feat. JRM),"Martin Garrix,JRM",52,127,"edm, electronica, progressive house, ",Electronic,03:08,69,71,5,0,61,0,10,-6,E,4,12B,Martin Garrix,These Are The Times (feat. JRM)
All Cried Out (feat. Alex Newell) - Radio Edit,"Blonde,Alex Newell",60,122,"house, ",Electronic,02:50,66,76,43,0,67,0,0,-5,C minor,4,5A,Blonde,All Cried Out (feat. Alex Newell)
Gonna Love Ya,Avicii,62,100,edm,Electronic,03:35,72,67,16,10,70,0,10,-7,D#/E♭ minor,4,2A,Avicii,Gonna Love Ya
See The Sky,"Breathe Carolina,Jay Cosmic,HALIENE",0,150,"melodic bass, trance, future bass, edm, progressive trance",Electronic,03:24,39,85,0,0,16,0,0,-3,F#/G♭,4,2B,Breathe Carolina,See The Sky
This Girl - Kungs Vs. Cookin' On 3 Burners,"Kungs,Cookin' On 3 Burners",5,122,,,03:15,79,71,8,0,50,0,20,-5,C minor,4,5A,Kungs,This Girl
Better When You're Gone,"David Guetta,Brooks,Loote",60,128,"edm, dance, future house, ",Electronic,03:12,65,80,6,0,41,0,10,-4,C♯/D♭ minor,4,12A,David Guetta,Better When You're Gone
Break Through The Silence - Radio Edit,"Martin Garrix,Matisse & Sadko",0,128,"edm, electronica, progressive house, big room",Electronic,03:24,57,95,0,0,15,0,30,-5,A,4,11B,Martin Garrix,Break Through The Silence
My Friends Never Die,ODESZA,6,170,"chillwave, chillstep",Electronic,02:51,49,60,0,88,56,0,0,-8,E minor,4,9A,ODESZA,My Friends Never Die
Children,Robert Miles,76,137,"trance, eurodance","Electronic, Pop",04:03,60,76,0,82,39,0,0,-11,C,4,8B,Robert Miles,Children
Something New,"Axwell /\ Ingrosso,Axwell,Sebastian Ingrosso",1,130,edm,Electronic,04:07,57,86,2,0,39,0,10,-4,B,4,1B,Axwell /\ Ingrosso,Something New
Tell Me,"RL Grime,What So Not",0,140,"edm trap, future bass","Electronic, Hip Hop",04:41,59,97,25,49,27,0,0,-3,F minor,4,4A,RL Grime,Tell Me
Gold (Stupid Love),"Excision,ILLENIUM,Shallows",47,146,"dubstep, riddim, deathstep, edm, dub, melodic bass, bass music, future bass, ","Electronic, Metal, Reggae",04:55,36,74,0,0,7,0,10,-4,C♯/D♭,4,3B,Excision,Gold (Stupid Love)
Cut Your Teeth - Kygo Radio Edit,"Kyla La Grange,Kygo",45,100,tropical house,Electronic,03:47,71,68,58,2,50,0,10,-7,A#/B♭ minor,4,3A,Kyla La Grange,Cut Your Teeth
Promesses (feat. Kaleem Taylor) - Radio Edit,"Tchami,Kaleem Taylor",0,124,"future house, bass house, g-house, house, ",Electronic,02:39,72,78,1,1,51,0,10,-7,C minor,4,5A,Tchami,Promesses (feat. Kaleem Taylor)
Paradise Lost,Mako,27,90,,,03:30,67,66,58,0,37,10,20,-9,C,4,8B,Mako,Paradise Lost
Where I Won't Be Found,"Seven Lions,NÉONHÈART",0,130,"melodic bass, future bass, edm, chillstep, dubstep, progressive trance, ",Electronic,03:00,57,77,9,0,28,0,30,-4,C,4,8B,Seven Lions,Where I Won't Be Found
You & Me,Skrux,0,140,"chillstep, future bass, melodic bass",Electronic,04:12,34,89,14,60,15,0,10,-5,C minor,4,5A,Skrux,You & Me
Alive,Krewella,35,128,"edm, dubstep",Electronic,04:50,66,82,0,0,57,0,20,-3,A,4,11B,Krewella,Alive
Midnight,Third Party,0,128,"progressive house, edm, big room",Electronic,03:26,55,98,5,13,46,0,20,-5,A,4,11B,Third Party,Midnight
Together - Radio Edit,"Throttle,David Spekter",0,126,"future house, hardstyle",Electronic,03:23,64,85,2,0,30,0,30,-4,D,4,10B,Throttle,Together
Heroes (we could be),"Alesso,Tove Lo",55,126,"edm, ",Electronic,03:29,52,75,4,0,35,0,20,-4,F,4,7B,Alesso,Heroes (we could be)
Payback,"Dimitri Vangelis & Wyman,Steve Angello",47,128,"progressive house, big room, edm",Electronic,05:49,64,83,5,10,34,0,50,-5,G minor,4,6A,Dimitri Vangelis & Wyman,Payback
+ 1 - Radio Edit,"Martin Solveig,SAM WHITE",0,125,"french house, ",Electronic,03:13,77,81,11,2,72,0,0,-4,B minor,4,10A,Martin Solveig,+ 1
In Flames,"Dabin,Lexi Norton",0,92,"melodic bass, future bass, edm, chillstep, synthwave",Electronic,03:24,48,73,1,0,30,0,10,-4,F minor,4,4A,Dabin,In Flames
Holdin On,Flume,0,90,future bass,Electronic,02:34,43,44,17,0,22,10,10,-5,G#/A♭,4,4B,Flume,Holdin On
All You Need To Know (feat. Calle Lehmann),"Gryffin,SLANDER,Calle Lehmann",54,140,"edm, melodic bass, future bass, dubstep, ",Electronic,03:58,51,79,1,0,23,0,10,-5,C,4,8B,Gryffin,All You Need To Know (feat. Calle Lehmann)
Another You (feat. Mr. Probz) - Radio Edit,"Armin van Buuren,Mr. Probz",0,128,"trance, progressive trance, progressive house, electronica, edm, ",Electronic,03:10,59,66,1,0,44,0,10,-5,F#/G♭ minor,4,11A,Armin van Buuren,Another You (feat. Mr. Probz)
Falls (feat. Sasha Sloan),"ODESZA,Sasha Alex Sloan",0,161,"chillwave, chillstep, ",Electronic,03:52,45,70,4,0,20,10,10,-6,F#/G♭,4,2B,ODESZA,Falls (feat. Sasha Sloan)
Tie Me Down (with Elley Duhé),"Gryffin,Elley Duhé",26,99,"edm, melodic bass, future bass, ",Electronic,03:38,55,84,14,0,31,0,10,-2,F#/G♭,4,2B,Gryffin,Tie Me Down (with Elley Duhé)
Without You (feat. Sandro Cavazza),"Avicii,Sandro Cavazza",7,134,"edm, ",Electronic,03:01,65,86,0,0,28,0,0,-5,D,4,10B,Avicii,Without You (feat. Sandro Cavazza)
The Moment (Novell),Nicky Romero,7,126,"big room, edm, electro house, progressive house",Electronic,03:20,53,56,6,0,20,0,30,-6,D#/E♭ minor,4,2A,Nicky Romero,The Moment (Novell)
Push (feat. Andrew Wyatt),"A-Trak,Andrew Wyatt",0,126,"disco house, ",Electronic,03:33,64,87,0,0,45,0,0,-3,G,4,9B,A-Trak,Push (feat. Andrew Wyatt)
Breathe In The Moment,"Man Cub,APEK,HALIENE",0,145,"melodic bass, future bass, cedm, big room, trance, edm, progressive trance",Electronic,03:26,50,74,11,0,16,0,20,-3,C,4,8B,Man Cub,Breathe In The Moment
Need Your Love (with Noah Kahan),"Gryffin,Seven Lions,Noah Kahan",42,104,"edm, melodic bass, future bass, chillstep, dubstep, progressive trance, ",Electronic,03:25,58,76,16,0,52,0,10,-4,C,4,8B,Gryffin,Need Your Love (with Noah Kahan)
City of Dreams - Radio Edit,Dirty South & Alesso,0,128,,,03:46,48,82,0,1,16,0,40,-5,E,4,12B,Dirty South & Alesso,City of Dreams
Shrine,"RL Grime,Freya Ridings",0,176,"edm trap, future bass, ","Electronic, Hip Hop",04:43,35,69,24,0,11,0,10,-4,A minor,4,8A,RL Grime,Shrine
Like I Do,"David Guetta,Martin Garrix,Brooks",64,128,"edm, dance, electronica, progressive house, future house",Electronic,03:22,64,90,1,1,15,0,30,-4,C minor,4,5A,David Guetta,Like I Do
Circles - Extended Mix,"Audien,Ruby Prophet",28,128,"edm, progressive house",Electronic,05:37,69,85,2,0,35,0,0,-3,A,4,11B,Audien,Circles
Sleepless,"Flume,Jezzabell Doran",0,175,"future bass, ",Electronic,03:29,53,69,3,0,39,10,0,-7,A minor,4,8A,Flume,Sleepless
Language - UK Edit,Porter Robinson,27,128,"edm, electronic",Electronic,03:19,54,66,9,2,31,0,0,-5,F#/G♭ minor,4,11A,Porter Robinson,Language
Late Night,ODESZA,60,125,"chillwave, chillstep",Electronic,03:48,62,64,4,1,41,0,10,-6,D,4,10B,ODESZA,Late Night
Never Let You Go (feat. John Newman),"Kygo,John Newman",54,123,"tropical house, ",Electronic,03:52,74,75,7,0,56,0,10,-5,A#/B♭,4,6B,Kygo,Never Let You Go (feat. John Newman)
Sunrise (feat. Jason Walker),"Kygo,Jason Walker",62,100,"tropical house, ",Electronic,03:34,64,60,21,0,48,0,10,-7,F#/G♭,4,2B,Kygo,Sunrise (feat. Jason Walker)
Permanent,"Kygo,JHart",53,108,tropical house,Electronic,03:48,64,64,1,0,24,0,0,-7,C,4,8B,Kygo,Permanent
Carry Me (feat. Julia Michaels),"Kygo,Julia Michaels",59,105,"tropical house, ",Electronic,03:53,62,55,49,0,22,0,10,-8,G,4,9B,Kygo,Carry Me (feat. Julia Michaels)
Remind Me to Forget,"Kygo,Miguel",69,99,"tropical house, r&b","R&B, Electronic",03:37,69,51,16,0,31,0,10,-6,C,4,8B,Kygo,Remind Me to Forget
Never Letting Go,"Audien,ARTY",38,128,"edm, progressive house, trance, big room, progressive trance",Electronic,02:52,53,77,9,0,12,0,20,-3,C♯/D♭,4,3B,Audien,Never Letting Go
Feels Like Forever,"Kygo,Jamie N Commons",53,120,"tropical house, gothic country","Country, Rock, Electronic",03:37,64,72,41,0,39,10,0,-6,C♯/D♭,4,3B,Kygo,Feels Like Forever
Technicolor,Madeon,41,127,"edm, french house",Electronic,06:25,54,81,0,25,7,0,10,-3,D minor,4,7A,Madeon,Technicolor
Pjanoo - Radio Edit,Eric Prydz,67,126,,,02:37,61,87,0,81,84,0,10,-5,G minor,4,6A,Eric Prydz,Pjanoo
Every Teardrop Is A Waterfall (Coldplay Vs. Swedish House Mafia),"Coldplay,Swedish House Mafia",52,125,edm,Electronic,06:48,63,87,0,1,29,0,50,-6,A,4,11B,Coldplay,Every Teardrop Is A Waterfall (Coldplay Vs. Swedish House Mafia)
Forbidden Voices,Martin Garrix,62,128,"edm, electronica, progressive house",Electronic,03:50,53,71,5,0,30,0,10,-6,A#/B♭ minor,4,3A,Martin Garrix,Forbidden Voices
My Feelings For You - Radio Edit,"Avicii,Sebastien Drums",55,128,"edm, ",Electronic,02:39,62,98,2,4,31,0,20,-2,D,4,10B,Avicii,My Feelings For You
Flashback,Calvin Harris,59,128,edm,Electronic,03:47,27,95,0,0,16,0,0,-6,A minor,4,8A,Calvin Harris,Flashback
Every Day,Eric Prydz,57,126,,,07:14,48,73,0,26,3,0,10,-6,G minor,4,6A,Eric Prydz,Every Day
Sleepless - Radio Edit,"CAZZETTE,The High",0,124,"edm, electro swing","Electronic, Jazz",03:41,72,60,14,0,56,0,30,-11,F#/G♭ minor,4,11A,CAZZETTE,Sleepless
Kingdom,"ARTY,Conrad Sewell",36,128,"progressive house, trance, big room, progressive trance, ",Electronic,04:00,53,73,14,0,31,0,20,-3,E,4,12B,ARTY,Kingdom
Used To Love,"Crystal Skies,Ekko",0,128,"melodic bass, future bass, chillstep, edm, deep house",Electronic,03:28,53,82,8,0,43,10,0,-4,G#/A♭ minor,4,1A,Crystal Skies,Used To Love
Lush Life,Zara Larsson,5,98,,,03:21,69,71,13,0,80,0,20,-4,G minor,4,6A,Zara Larsson,Lush Life
Dancing in the Moonlight (feat. NEIMY),"Jubël,NEIMY",4,120,,,02:44,66,62,27,0,19,0,10,-6,B minor,4,10A,Jubël,Dancing in the Moonlight (feat. NEIMY)
On Top Of The World,Imagine Dragons,71,100,,,03:09,64,93,9,0,77,10,0,-6,C,4,8B,Imagine Dragons,On Top Of The World
Sweet Caroline - Single Version,Neil Diamond,0,127,,,03:21,56,16,51,0,59,0,20,-14,B,4,1B,Neil Diamond,Sweet Caroline
Fuck You,CeeLo Green,65,127,,,03:43,69,88,19,0,75,0,10,-4,C,4,8B,CeeLo Green,Fuck You
I Know What You Did Last Summer,"Shawn Mendes,Camila Cabello",50,114,,,03:43,69,77,11,0,72,10,10,-5,A minor,4,8A,Shawn Mendes,I Know What You Did Last Summer
Wonderwall (Remastered),Oasis,3,175,"britpop, madchester, rock","Pop, Rock",04:18,37,87,0,0,48,0,20,-5,D,4,10B,Oasis,Wonderwall (Remastered)
We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth,Selena Gomez",66,100,"soft pop, pop",Pop,03:37,73,56,62,0,35,10,10,-8,C♯/D♭ minor,4,12A,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez)
Love Never Felt So Good,"Michael Jackson,Justin Timberlake",75,118,,,04:06,78,72,13,0,71,0,0,-6,G minor,4,6A,Michael Jackson,Love Never Felt So Good
Robbery,Juice WRLD,6,160,"melodic rap, emo rap","Hip Hop, Rock",04:00,69,69,33,0,58,0,10,-5,D,5,10B,Juice WRLD,Robbery
Superheroes,The Script,79,167,,,04:05,49,89,0,0,64,0,0,-4,D#/E♭,4,5B,The Script,Superheroes
Cold (feat. Future),"Maroon 5,Future",77,100,"pop, rap","Pop, Hip Hop",03:54,69,72,14,0,41,10,0,-6,A minor,4,8A,Maroon 5,Cold (feat. Future)
Back to You (feat. Bebe Rexha & Digital Farm Animals),"Louis Tomlinson,Bebe Rexha,Digital Farm Animals",66,75,,,03:10,68,53,21,0,65,10,30,-5,F minor,4,4A,Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals)
Weak,AJR,63,124,,,03:21,67,64,14,0,68,0,10,-5,F,4,7B,AJR,Weak
Outer Space,bands<3,0,168,,,03:14,84,48,16,0,69,40,10,-9,F minor,4,4A,bands<3,Outer Space
No Lie,"Sean Paul,Dua Lipa",86,102,"dancehall, pop","Reggae, Pop",03:41,74,88,5,0,46,10,20,-3,G,4,9B,Sean Paul,No Lie
Take A Chance On Me,ABBA,51,107,,,04:06,65,78,3,0,79,0,40,-5,B,4,1B,ABBA,Take A Chance On Me
Runaway Baby,Bruno Mars,75,164,,,02:28,66,76,26,0,82,0,10,-3,A#/B♭ minor,4,3A,Bruno Mars,Runaway Baby
Halo,Beyoncé,78,78,,,04:21,42,71,27,0,47,10,0,-6,B minor,4,10A,Beyoncé,Halo
Someone To You,BANNERS,71,75,,,03:39,47,94,1,0,66,0,20,-4,D,4,10B,BANNERS,Someone To You
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental,Jess Glynne,Macklemore,Dan Caplen",73,92,,,03:30,65,81,19,0,55,0,10,-4,C,4,8B,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)"
